-183.791, 78.024, 1.646,  1.765
-183.791, 77.969, 1.654,  1.798
-183.790, 77.913, 1.658,  1.831
-183.790, 77.858, 1.659,  1.864
-183.790, 77.803, 1.657,  1.897
-183.789, 77.748, 1.655,  1.930
-183.789, 77.693, 1.652,  1.963
-183.788, 77.638, 1.651,  1.996
-183.788, 77.583, 1.652,  2.029
-183.788, 77.528, 1.655,  2.062
-183.787, 77.472, 1.660,  2.095
-183.787, 77.417, 1.668,  2.128
-183.787, 77.361, 1.677,  2.161
-183.786, 77.305, 1.687,  2.194
-183.786, 77.248, 1.696,  2.227
-183.785, 77.192, 1.706,  2.260
-183.785, 77.134, 1.714,  2.293
-183.784, 77.077, 1.721,  2.326
-183.784, 77.020, 1.727,  2.359
-183.784, 76.962, 1.732,  2.392
-183.783, 76.904, 1.735,  2.425
-183.783, 76.846, 1.739,  2.458
-183.782, 76.788, 1.742,  2.491
-183.782, 76.730, 1.745,  2.524
-183.781, 76.672, 1.749,  2.557
-183.781, 76.613, 1.754,  2.590
-183.780, 76.555, 1.759,  2.623
-183.780, 76.496, 1.765,  2.656
-183.779, 76.437, 1.772,  2.689
-183.779, 76.378, 1.779,  2.722
-183.778, 76.318, 1.786,  2.755
-183.778, 76.258, 1.793,  2.788
-183.777, 76.199, 1.800,  2.821
-183.776, 76.138, 1.806,  2.854
-183.776, 76.078, 1.812,  2.887
-183.775, 76.017, 1.818,  2.920
-183.775, 75.957, 1.823,  2.953
-183.774, 75.896, 1.828,  2.986
-183.774, 75.835, 1.833,  3.019
-183.773, 75.774, 1.838,  3.052
-183.772, 75.712, 1.844,  3.085
-183.772, 75.651, 1.850,  3.118
-183.771, 75.589, 1.856,  3.151
-183.771, 75.527, 1.862,  3.184
-183.770, 75.465, 1.868,  3.217
-183.769, 75.402, 1.875,  3.250
-183.769, 75.339, 1.881,  3.283
-183.768, 75.277, 1.887,  3.316
-183.767, 75.213, 1.894,  3.349
-183.767, 75.150, 1.900,  3.382
-183.766, 75.087, 1.906,  3.415
-183.765, 75.023, 1.912,  3.448
-183.764, 74.959, 1.918,  3.481
-183.764, 74.895, 1.924,  3.514
-183.763, 74.831, 1.930,  3.547
-183.762, 74.766, 1.936,  3.580
-183.762, 74.702, 1.942,  3.613
-183.761, 74.637, 1.949,  3.646
-183.760, 74.572, 1.955,  3.679
-183.759, 74.506, 1.961,  3.712
-183.759, 74.441, 1.968,  3.745
-183.758, 74.375, 1.974,  3.778
-183.757, 74.309, 1.981,  3.811
-183.756, 74.243, 1.987,  3.844
-183.755, 74.176, 1.994,  3.877
-183.755, 74.110, 2.000,  3.910
-183.754, 74.043, 2.007,  3.943
-183.753, 73.976, 2.013,  3.976
-183.752, 73.909, 2.019,  4.009
-183.751, 73.841, 2.026,  4.042
-183.750, 73.774, 2.032,  4.075
-183.749, 73.706, 2.038,  4.108
-183.749, 73.638, 2.045,  4.141
-183.748, 73.569, 2.052,  4.174
-183.747, 73.501, 2.058,  4.207
-183.746, 73.432, 2.065,  4.240
-183.745, 73.363, 2.072,  4.273
-183.744, 73.294, 2.079,  4.306
-183.743, 73.224, 2.085,  4.339
-183.742, 73.155, 2.092,  4.372
-183.741, 73.085, 2.099,  4.405
-183.740, 73.015, 2.105,  4.438
-183.739, 72.944, 2.112,  4.471
-183.738, 72.874, 2.119,  4.504
-183.737, 72.803, 2.126,  4.537
-183.736, 72.732, 2.132,  4.570
-183.735, 72.661, 2.139,  4.603
-183.734, 72.589, 2.146,  4.636
-183.733, 72.517, 2.153,  4.669
-183.732, 72.445, 2.160,  4.702
-183.731, 72.373, 2.168,  4.735
-183.730, 72.301, 2.175,  4.768
-183.729, 72.228, 2.182,  4.801
-183.728, 72.155, 2.188,  4.834
-183.727, 72.082, 2.195,  4.867
-183.726, 72.009, 2.202,  4.900
-183.725, 71.935, 2.209,  4.933
-183.723, 71.861, 2.216,  4.966
-183.722, 71.787, 2.224,  4.999
-183.721, 71.713, 2.231,  5.032
-183.720, 71.639, 2.238,  5.065
-183.719, 71.564, 2.245,  5.098
-183.718, 71.489, 2.253,  5.131
-183.717, 71.413, 2.260,  5.164
-183.715, 71.338, 2.267,  5.197
-183.714, 71.262, 2.274,  5.230
-183.713, 71.186, 2.282,  5.263
-183.712, 71.110, 2.289,  5.296
-183.710, 71.034, 2.296,  5.329
-183.709, 70.957, 2.304,  5.362
-183.708, 70.880, 2.311,  5.395
-183.707, 70.803, 2.319,  5.428
-183.705, 70.725, 2.326,  5.461
-183.704, 70.647, 2.334,  5.494
-183.703, 70.569, 2.341,  5.527
-183.701, 70.491, 2.349,  5.560
-183.700, 70.413, 2.356,  5.593
-183.699, 70.334, 2.364,  5.626
-183.697, 70.255, 2.372,  5.659
-183.696, 70.176, 2.379,  5.692
-183.695, 70.096, 2.387,  5.725
-183.693, 70.017, 2.394,  5.758
-183.692, 69.937, 2.402,  5.791
-183.691, 69.856, 2.409,  5.824
-183.689, 69.776, 2.417,  5.857
-183.688, 69.695, 2.425,  5.890
-183.686, 69.614, 2.433,  5.923
-183.685, 69.533, 2.441,  5.956
-183.683, 69.451, 2.449,  5.989
-183.682, 69.369, 2.457,  6.022
-183.680, 69.287, 2.465,  6.055
-183.679, 69.205, 2.473,  6.088
-183.678, 69.122, 2.481,  6.121
-183.676, 69.040, 2.488,  6.154
-183.674, 68.956, 2.496,  6.187
-183.673, 68.873, 2.504,  6.220
-183.671, 68.789, 2.512,  6.253
-183.670, 68.705, 2.520,  6.286
-183.668, 68.621, 2.528,  6.319
-183.667, 68.537, 2.537,  6.352
-183.665, 68.452, 2.545,  6.385
-183.664, 68.367, 2.553,  6.418
-183.662, 68.282, 2.561,  6.451
-183.660, 68.196, 2.570,  6.484
-183.659, 68.110, 2.578,  6.517
-183.657, 68.024, 2.586,  6.550
-183.655, 67.938, 2.595,  6.583
-183.654, 67.851, 2.603,  6.616
-183.652, 67.764, 2.611,  6.649
-183.650, 67.677, 2.620,  6.682
-183.649, 67.589, 2.628,  6.715
-183.647, 67.502, 2.636,  6.748
-183.645, 67.413, 2.645,  6.781
-183.643, 67.325, 2.654,  6.814
-183.642, 67.236, 2.662,  6.847
-183.640, 67.148, 2.671,  6.880
-183.638, 67.058, 2.679,  6.913
-183.636, 66.969, 2.688,  6.946
-183.635, 66.879, 2.696,  6.979
-183.633, 66.789, 2.705,  7.012
-183.631, 66.699, 2.713,  7.045
-183.629, 66.608, 2.722,  7.078
-183.627, 66.517, 2.731,  7.111
-183.626, 66.426, 2.740,  7.144
-183.624, 66.334, 2.749,  7.177
-183.622, 66.242, 2.758,  7.210
-183.620, 66.150, 2.767,  7.243
-183.618, 66.058, 2.776,  7.276
-183.616, 65.965, 2.785,  7.309
-183.614, 65.872, 2.794,  7.342
-183.612, 65.779, 2.803,  7.375
-183.610, 65.685, 2.812,  7.408
-183.608, 65.591, 2.821,  7.441
-183.606, 65.497, 2.830,  7.474
-183.604, 65.402, 2.839,  7.507
-183.603, 65.307, 2.848,  7.540
-183.601, 65.212, 2.857,  7.573
-183.599, 65.117, 2.867,  7.606
-183.597, 65.021, 2.876,  7.639
-183.594, 64.925, 2.886,  7.672
-183.592, 64.829, 2.895,  7.705
-183.590, 64.732, 2.904,  7.738
-183.588, 64.635, 2.914,  7.771
-183.586, 64.537, 2.923,  7.804
-183.584, 64.440, 2.932,  7.837
-183.582, 64.342, 2.942,  7.870
-183.580, 64.244, 2.951,  7.903
-183.578, 64.145, 2.961,  7.936
-183.576, 64.046, 2.970,  7.969
-183.574, 63.947, 2.980,  8.002
-183.572, 63.847, 2.990,  8.035
-183.569, 63.747, 2.999,  8.068
-183.567, 63.647, 3.009,  8.101
-183.565, 63.547, 3.019,  8.134
-183.563, 63.446, 3.029,  8.167
-183.561, 63.345, 3.039,  8.200
-183.558, 63.243, 3.048,  8.233
-183.556, 63.141, 3.058,  8.266
-183.554, 63.039, 3.068,  8.299
-183.552, 62.937, 3.078,  8.332
-183.550, 62.834, 3.088,  8.365
-183.547, 62.731, 3.098,  8.398
-183.545, 62.627, 3.108,  8.431
-183.543, 62.523, 3.118,  8.464
-183.541, 62.419, 3.128,  8.497
-183.538, 62.315, 3.138,  8.530
-183.536, 62.210, 3.148,  8.563
-183.534, 62.105, 3.159,  8.596
-183.531, 61.999, 3.169,  8.629
-183.529, 61.893, 3.179,  8.662
-183.527, 61.787, 3.189,  8.695
-183.524, 61.680, 3.200,  8.728
-183.522, 61.574, 3.210,  8.761
-183.520, 61.466, 3.221,  8.794
-183.517, 61.359, 3.231,  8.827
-183.515, 61.251, 3.242,  8.860
-183.512, 61.143, 3.252,  8.893
-183.510, 61.034, 3.263,  8.926
-183.508, 60.925, 3.273,  8.959
-183.505, 60.816, 3.284,  8.992
-183.503, 60.706, 3.294,  9.025
-183.500, 60.596, 3.305,  9.058
-183.498, 60.485, 3.315,  9.091
-183.495, 60.375, 3.326,  9.124
-183.493, 60.263, 3.337,  9.157
-183.491, 60.152, 3.348,  9.190
-183.488, 60.040, 3.359,  9.223
-183.486, 59.928, 3.370,  9.256
-183.483, 59.815, 3.381,  9.289
-183.481, 59.702, 3.392,  9.322
-183.478, 59.589, 3.403,  9.355
-183.476, 59.475, 3.414,  9.388
-183.473, 59.361, 3.425,  9.421
-183.471, 59.247, 3.436,  9.454
-183.468, 59.132, 3.447,  9.487
-183.466, 59.017, 3.458,  9.520
-183.463, 58.901, 3.469,  9.553
-183.461, 58.786, 3.481,  9.586
-183.458, 58.669, 3.492,  9.619
-183.455, 58.553, 3.503,  9.652
-183.453, 58.436, 3.515,  9.685
-183.450, 58.318, 3.526,  9.718
-183.448, 58.200, 3.538,  9.751
-183.445, 58.082, 3.550,  9.784
-183.443, 57.964, 3.561,  9.817
-183.440, 57.845, 3.573,  9.850
-183.437, 57.725, 3.584,  9.883
-183.435, 57.605, 3.596,  9.916
-183.432, 57.485, 3.608,  9.949
-183.430, 57.365, 3.619,  9.982
-183.427, 57.244, 3.631, 10.015
-183.424, 57.123, 3.643, 10.048
-183.422, 57.001, 3.655, 10.081
-183.419, 56.879, 3.667, 10.114
-183.416, 56.756, 3.678, 10.147
-183.414, 56.633, 3.690, 10.180
-183.411, 56.510, 3.702, 10.213
-183.408, 56.386, 3.715, 10.246
-183.406, 56.262, 3.727, 10.279
-183.403, 56.138, 3.739, 10.312
-183.401, 56.013, 3.751, 10.345
-183.398, 55.888, 3.764, 10.378
-183.395, 55.762, 3.776, 10.411
-183.393, 55.636, 3.788, 10.444
-183.390, 55.509, 3.800, 10.477
-183.387, 55.382, 3.813, 10.510
-183.385, 55.255, 3.825, 10.543
-183.382, 55.127, 3.837, 10.576
-183.379, 54.999, 3.850, 10.609
-183.377, 54.870, 3.862, 10.642
-183.374, 54.741, 3.875, 10.675
-183.371, 54.612, 3.888, 10.708
-183.369, 54.482, 3.900, 10.741
-183.366, 54.352, 3.913, 10.774
-183.363, 54.221, 3.926, 10.807
-183.361, 54.090, 3.938, 10.840
-183.358, 53.958, 3.951, 10.873
-183.355, 53.826, 3.964, 10.906
-183.353, 53.694, 3.976, 10.939
-183.350, 53.561, 3.989, 10.972
-183.348, 53.428, 4.002, 11.005
-183.345, 53.294, 4.015, 11.038
-183.342, 53.160, 4.028, 11.071
-183.340, 53.025, 4.041, 11.104
-183.337, 52.890, 4.054, 11.137
-183.334, 52.755, 4.067, 11.170
-183.332, 52.619, 4.080, 11.203
-183.329, 52.483, 4.093, 11.236
-183.326, 52.346, 4.107, 11.269
-183.324, 52.209, 4.120, 11.302
-183.321, 52.071, 4.133, 11.335
-183.318, 51.933, 4.147, 11.368
-183.316, 51.794, 4.160, 11.401
-183.313, 51.655, 4.174, 11.434
-183.311, 51.516, 4.187, 11.467
-183.308, 51.376, 4.201, 11.500
-183.305, 51.236, 4.214, 11.533
-183.303, 51.095, 4.228, 11.566
-183.300, 50.954, 4.241, 11.599
-183.298, 50.812, 4.255, 11.632
-183.295, 50.670, 4.269, 11.665
-183.293, 50.527, 4.283, 11.698
-183.290, 50.384, 4.297, 11.731
-183.287, 50.241, 4.311, 11.764
-183.285, 50.097, 4.325, 11.797
-183.282, 49.952, 4.339, 11.830
-183.280, 49.807, 4.353, 11.863
-183.277, 49.662, 4.367, 11.896
-183.275, 49.516, 4.381, 11.929
-183.272, 49.369, 4.395, 11.962
-183.270, 49.222, 4.409, 11.995
-183.267, 49.075, 4.424, 12.028
-183.265, 48.927, 4.438, 12.061
-183.262, 48.779, 4.452, 12.094
-183.260, 48.630, 4.467, 12.127
-183.257, 48.481, 4.481, 12.160
-183.255, 48.331, 4.496, 12.193
-183.253, 48.181, 4.510, 12.226
-183.250, 48.030, 4.525, 12.259
-183.248, 47.879, 4.539, 12.292
-183.245, 47.728, 4.554, 12.325
-183.243, 47.575, 4.569, 12.358
-183.241, 47.423, 4.584, 12.391
-183.238, 47.270, 4.599, 12.424
-183.236, 47.116, 4.614, 12.457
-183.234, 46.962, 4.629, 12.490
-183.231, 46.807, 4.644, 12.523
-183.229, 46.652, 4.659, 12.556
-183.227, 46.496, 4.674, 12.589
-183.225, 46.340, 4.689, 12.622
-183.222, 46.184, 4.704, 12.655
-183.220, 46.026, 4.720, 12.688
-183.218, 45.869, 4.735, 12.721
-183.216, 45.711, 4.750, 12.754
-183.214, 45.552, 4.766, 12.787
-183.211, 45.393, 4.781, 12.820
-183.209, 45.233, 4.797, 12.853
-183.207, 45.072, 4.813, 12.886
-183.205, 44.912, 4.828, 12.919
-183.203, 44.750, 4.844, 12.952
-183.201, 44.589, 4.859, 12.985
-183.199, 44.426, 4.875, 13.018
-183.197, 44.263, 4.891, 13.051
-183.195, 44.100, 4.906, 13.084
-183.193, 43.936, 4.922, 13.117
-183.191, 43.771, 4.938, 13.150
-183.189, 43.606, 4.954, 13.183
-183.187, 43.441, 4.970, 13.216
-183.185, 43.275, 4.987, 13.249
-183.183, 43.108, 5.003, 13.282
-183.181, 42.941, 5.019, 13.315
-183.179, 42.773, 5.036, 13.348
-183.178, 42.605, 5.052, 13.381
-183.176, 42.436, 5.069, 13.414
-183.174, 42.267, 5.085, 13.447
-183.172, 42.097, 5.100, 13.480
-183.171, 41.927, 5.110, 13.513
-183.169, 41.756, 5.108, 13.546
-183.167, 41.587, 5.093, 13.579
-183.165, 41.417, 5.082, 13.612
-183.164, 41.248, 5.079, 13.645
-183.162, 41.079, 5.086, 13.678
-183.161, 40.909, 5.105, 13.711
-183.159, 40.738, 5.136, 13.744
-183.158, 40.565, 5.179, 13.777
-183.156, 40.391, 5.229, 13.810
-183.155, 40.215, 5.285, 13.843
-183.153, 40.037, 5.340, 13.876
-183.152, 39.858, 5.388, 13.909
-183.150, 39.677, 5.425, 13.942
-183.149, 39.495, 5.450, 13.975
-183.148, 39.313, 5.462, 14.008
-183.146, 39.132, 5.462, 14.041
-183.145, 38.950, 5.455, 14.074
-183.144, 38.769, 5.444, 14.107
-183.143, 38.588, 5.430, 14.140
-183.141, 38.407, 5.419, 14.173
-183.140, 38.227, 5.412, 14.206
-183.139, 38.047, 5.412, 14.239
-183.138, 37.866, 5.422, 14.272
-183.137, 37.685, 5.441, 14.305
-183.136, 37.503, 5.470, 14.338
-183.135, 37.319, 5.509, 14.371
-183.134, 37.134, 5.554, 14.404
-183.133, 36.948, 5.604, 14.437
-183.132, 36.759, 5.653, 14.470
-183.131, 36.569, 5.697, 14.503
-183.130, 36.378, 5.732, 14.536
-183.129, 36.187, 5.756, 14.569
-183.129, 35.994, 5.769, 14.602
-183.128, 35.802, 5.772, 14.635
-183.127, 35.610, 5.769, 14.668
-183.126, 35.418, 5.762, 14.701
-183.126, 35.226, 5.755, 14.734
-183.125, 35.035, 5.750, 14.767
-183.124, 34.843, 5.750, 14.800
-183.124, 34.651, 5.756, 14.833
-183.123, 34.459, 5.771, 14.866
-183.123, 34.266, 5.794, 14.899
-183.122, 34.072, 5.826, 14.932
-183.122, 33.877, 5.866, 14.965
-183.122, 33.680, 5.911, 14.998
-183.121, 33.481, 5.957, 15.031
-183.121, 33.281, 6.001, 15.064
-183.121, 33.080, 6.038, 15.097
-183.120, 32.878, 6.067, 15.130
-183.120, 32.675, 6.085, 15.163
-183.120, 32.472, 6.095, 15.196
-183.120, 32.269, 6.097, 15.229
-183.120, 32.066, 6.095, 15.262
-183.120, 31.863, 6.091, 15.295
-183.120, 31.660, 6.089, 15.328
-183.120, 31.457, 6.092, 15.361
-183.120, 31.254, 6.100, 15.394
-183.120, 31.050, 6.116, 15.427
-183.120, 30.846, 6.140, 15.460
-183.120, 30.640, 6.171, 15.493
-183.120, 30.433, 6.210, 15.526
-183.121, 30.225, 6.253, 15.559
-183.121, 30.015, 6.298, 15.592
-183.121, 29.804, 6.341, 15.625
-183.122, 29.591, 6.378, 15.658
-183.122, 29.378, 6.406, 15.691
-183.122, 29.164, 6.423, 15.724
-183.123, 28.949, 6.432, 15.757
-183.123, 28.735, 6.434, 15.790
-183.124, 28.521, 6.432, 15.823
-183.125, 28.306, 6.430, 15.856
-183.125, 28.092, 6.431, 15.889
-183.126, 27.878, 6.437, 15.922
-183.127, 27.663, 6.451, 15.955
-183.127, 27.447, 6.473, 15.988
-183.128, 27.231, 6.503, 16.021
-183.129, 27.013, 6.541, 16.054
-183.130, 26.793, 6.586, 16.087
-183.131, 26.572, 6.634, 16.120
-183.131, 26.350, 6.679, 16.153
-183.132, 26.126, 6.718, 16.186
-183.133, 25.901, 6.747, 16.219
-183.134, 25.676, 6.766, 16.252
-183.136, 25.450, 6.775, 16.285
-183.137, 25.224, 6.777, 16.318
-183.138, 24.998, 6.775, 16.351
-183.139, 24.773, 6.773, 16.384
-183.140, 24.547, 6.775, 16.417
-183.141, 24.321, 6.782, 16.450
-183.143, 24.095, 6.799, 16.483
-183.144, 23.867, 6.824, 16.516
-183.145, 23.639, 6.860, 16.549
-183.147, 23.409, 6.903, 16.582
-183.148, 23.177, 6.950, 16.615
-183.150, 22.944, 6.998, 16.648
-183.151, 22.710, 7.041, 16.681
-183.153, 22.474, 7.076, 16.714
-183.154, 22.237, 7.102, 16.747
-183.156, 22.000, 7.118, 16.780
-183.158, 21.763, 7.126, 16.813
-183.159, 21.525, 7.129, 16.846
-183.161, 21.288, 7.129, 16.879
-183.163, 21.050, 7.132, 16.912
-183.164, 20.813, 7.139, 16.945
-183.166, 20.574, 7.152, 16.978
-183.168, 20.335, 7.174, 17.011
-183.170, 20.095, 7.205, 17.044
-183.172, 19.854, 7.243, 17.077
-183.174, 19.611, 7.287, 17.110
-183.176, 19.367, 7.332, 17.143
-183.178, 19.121, 7.375, 17.176
-183.180, 18.874, 7.413, 17.209
-183.182, 18.627, 7.444, 17.242
-183.184, 18.378, 7.467, 17.275
-183.186, 18.128, 7.483, 17.308
-183.188, 17.879, 7.494, 17.341
-183.190, 17.629, 7.501, 17.374
-183.192, 17.379, 7.508, 17.407
-183.195, 17.129, 7.518, 17.440
-183.197, 16.878, 7.532, 17.473
-183.199, 16.626, 7.552, 17.506
-183.201, 16.374, 7.579, 17.539
-183.203, 16.120, 7.611, 17.572
-183.206, 15.866, 7.647, 17.605
-183.208, 15.610, 7.685, 17.638
-183.210, 15.352, 7.724, 17.671
-183.213, 15.094, 7.761, 17.704
-183.215, 14.834, 7.794, 17.737
-183.218, 14.574, 7.824, 17.770
-183.220, 14.312, 7.848, 17.803
-183.222, 14.050, 7.868, 17.836
-183.225, 13.788, 7.885, 17.869
-183.227, 13.524, 7.900, 17.902
-183.230, 13.261, 7.915, 17.935
-183.232, 12.997, 7.932, 17.968
-183.235, 12.732, 7.951, 18.001
-183.237, 12.466, 7.975, 18.034
-183.240, 12.200, 8.002, 18.067
-183.242, 11.932, 8.033, 18.100
-183.245, 11.664, 8.066, 18.133
-183.248, 11.394, 8.101, 18.166
-183.250, 11.123, 8.136, 18.199
-183.253, 10.851, 8.171, 18.232
-183.255, 10.577, 8.203, 18.265
-183.258, 10.303, 8.232, 18.298
-183.261, 10.028, 8.259, 18.331
-183.263, 9.752, 8.282, 18.364
-183.266, 9.476, 8.304, 18.397
-183.268, 9.199, 8.324, 18.430
-183.271, 8.921, 8.344, 18.463
-183.274, 8.642, 8.365, 18.496
-183.276, 8.363, 8.388, 18.529
-183.279, 8.082, 8.413, 18.562
-183.281, 7.801, 8.441, 18.595
-183.284, 7.519, 8.472, 18.628
-183.287, 7.236, 8.504, 18.661
-183.289, 6.952, 8.538, 18.694
-183.292, 6.666, 8.572, 18.727
-183.294, 6.379, 8.605, 18.760
-183.297, 6.092, 8.637, 18.793
-183.300, 5.803, 8.668, 18.826
-183.302, 5.513, 8.696, 18.859
-183.305, 5.223, 8.723, 18.892
-183.307, 4.932, 8.748, 18.925
-183.310, 4.639, 8.773, 18.958
-183.312, 4.346, 8.797, 18.991
-183.315, 4.053, 8.821, 19.024
-183.317, 3.758, 8.846, 19.057
-183.320, 3.462, 8.873, 19.090
-183.322, 3.166, 8.902, 19.123
-183.324, 2.868, 8.933, 19.156
-183.327, 2.570, 8.965, 19.189
-183.329, 2.270, 8.998, 19.222
-183.332, 1.969, 9.032, 19.255
-183.334, 1.667, 9.065, 19.288
-183.336, 1.364, 9.098, 19.321
-183.338, 1.060, 9.130, 19.354
-183.341, 0.755, 9.161, 19.387
-183.343, 0.449, 9.190, 19.420
-183.345, 0.142, 9.218, 19.453
-183.347, -0.166, 9.246, 19.486
-183.349, -0.475, 9.273, 19.519
-183.351, -0.784, 9.300, 19.552
-183.353, -1.095, 9.328, 19.585
-183.355, -1.407, 9.356, 19.618
-183.357, -1.719, 9.387, 19.651
-183.359, -2.033, 9.418, 19.684
-183.361, -2.348, 9.450, 19.717
-183.363, -2.664, 9.484, 19.750
-183.365, -2.981, 9.518, 19.783
-183.367, -3.299, 9.552, 19.816
-183.369, -3.618, 9.586, 19.849
-183.370, -3.939, 9.619, 19.882
-183.372, -4.260, 9.652, 19.915
-183.373, -4.583, 9.683, 19.948
-183.375, -4.906, 9.714, 19.981
-183.377, -5.231, 9.745, 20.014
-183.378, -5.556, 9.775, 20.047
-183.379, -5.883, 9.805, 20.080
-183.381, -6.210, 9.835, 20.113
-183.382, -6.539, 9.865, 20.146
-183.383, -6.869, 9.896, 20.179
-183.385, -7.199, 9.929, 20.212
-183.386, -7.531, 9.962, 20.245
-183.387, -7.864, 9.996, 20.278
-183.388, -8.198, 10.031, 20.311
-183.389, -8.533, 10.066, 20.344
-183.390, -8.870, 10.101, 20.377
-183.391, -9.207, 10.136, 20.410
-183.391, -9.546, 10.171, 20.443
-183.392, -9.886, 10.205, 20.476
-183.393, -10.227, 10.238, 20.509
-183.393, -10.569, 10.271, 20.542
-183.394, -10.912, 10.304, 20.575
-183.394, -11.257, 10.336, 20.608
-183.395, -11.602, 10.368, 20.641
-183.395, -11.948, 10.401, 20.674
-183.396, -12.296, 10.434, 20.707
-183.396, -12.645, 10.467, 20.740
-183.396, -12.994, 10.502, 20.773
-183.396, -13.345, 10.537, 20.806
-183.396, -13.697, 10.573, 20.839
-183.396, -14.051, 10.609, 20.872
-183.396, -14.405, 10.645, 20.905
-183.396, -14.761, 10.682, 20.938
-183.395, -15.118, 10.719, 20.971
-183.395, -15.476, 10.755, 21.004
-183.395, -15.836, 10.791, 21.037
-183.394, -16.196, 10.826, 21.070
-183.394, -16.558, 10.861, 21.103
-183.393, -16.921, 10.896, 21.136
-183.392, -17.285, 10.930, 21.169
-183.392, -17.650, 10.965, 21.202
-183.391, -18.017, 11.000, 21.235
-183.390, -18.384, 11.035, 21.268
-183.389, -18.753, 11.071, 21.301
-183.388, -19.123, 11.107, 21.334
-183.387, -19.494, 11.144, 21.367
-183.385, -19.867, 11.182, 21.400
-183.384, -20.240, 11.220, 21.433
-183.383, -20.615, 11.259, 21.466
-183.381, -20.992, 11.297, 21.499
-183.380, -21.369, 11.336, 21.532
-183.378, -21.748, 11.374, 21.565
-183.377, -22.128, 11.412, 21.598
-183.375, -22.509, 11.449, 21.631
-183.373, -22.892, 11.487, 21.664
-183.371, -23.276, 11.524, 21.697
-183.369, -23.661, 11.561, 21.730
-183.367, -24.047, 11.598, 21.763
-183.365, -24.435, 11.636, 21.796
-183.363, -24.823, 11.673, 21.829
-183.361, -25.214, 11.712, 21.862
-183.358, -25.605, 11.750, 21.895
-183.356, -25.998, 11.789, 21.928
-183.353, -26.392, 11.829, 21.961
-183.351, -26.787, 11.869, 21.994
-183.348, -27.183, 11.909, 22.027
-183.345, -27.581, 11.950, 22.060
-183.343, -27.981, 11.990, 22.093
-183.340, -28.382, 12.031, 22.126
-183.337, -28.784, 12.071, 22.159
-183.334, -29.187, 12.111, 22.192
-183.331, -29.592, 12.151, 22.225
-183.328, -29.998, 12.191, 22.258
-183.325, -30.405, 12.230, 22.291
-183.321, -30.814, 12.270, 22.324
-183.318, -31.224, 12.309, 22.357
-183.315, -31.635, 12.349, 22.390
-183.311, -32.048, 12.390, 22.423
-183.308, -32.462, 12.430, 22.456
-183.304, -32.877, 12.472, 22.489
-183.301, -33.294, 12.514, 22.522
-183.297, -33.712, 12.556, 22.555
-183.293, -34.132, 12.598, 22.588
-183.289, -34.553, 12.641, 22.621
-183.286, -34.975, 12.684, 22.654
-183.282, -35.399, 12.727, 22.687
-183.278, -35.824, 12.769, 22.720
-183.274, -36.251, 12.812, 22.753
-183.270, -36.679, 12.854, 22.786
-183.266, -37.109, 12.896, 22.819
-183.261, -37.540, 12.938, 22.852
-183.257, -37.972, 12.980, 22.885
-183.253, -38.406, 13.022, 22.918
-183.249, -38.841, 13.065, 22.951
-183.244, -39.277, 13.108, 22.984
-183.240, -39.715, 13.151, 23.017
-183.235, -40.155, 13.194, 23.050
